trat;bloc;rep;viab;alt;diam;nfol;afol;pff;pfc;pfr;psf;psc;psr
VermTSMO 3:1:6;5; 1;1;9;2.71;8;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5; 7;1;7;3.02;8;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5; 8;1;8;3.59;9;121.884;2.06;1.5;1.32;0.81;0.47;0.46
VermTSMO 3:1:6;5; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;10;1;5;2.49;6;110.341;1.01;0.57;10.5;0.37;0.17;0.38
VermTSMO 3:1:6;5;11;1;5;2.93;6;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;12;1;20;5.19;9;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;14;1;4;2.96;6;56.619;0.76;0.4;0.76;0.23;0.11;0.18
VermTSMO 3:1:6;5;15;1;6;3.45;7;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;17;1;7;2.98;9;159.812;1.44;1.16;2.3;0.52;0.35;0.6
VermTSMO 3:1:6;5;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSMO 3:1:6;5;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1; 1;1;19;5.58;8;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1; 2;1;19;3.83;12;18.445;3.44;2.39;2.86;1.3;0.88;1.05
VermTSCAC 2:1:2 ;1; 3;1;17;5.27;9;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1; 4;1;20;4.87;9;39.23;5.56;0.97;1.98;2.34;0.31;0.54
VermTSCAC 2:1:2 ;1; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1; 6;1;18;6.39;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1; 7;1;19.5;4.98;13;44.306;3.31;3.66;5.7;1.16;1.64;1.69
VermTSCAC 2:1:2 ;1; 8;1;17;4.7;9;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1; 9;1;18;5.37;9;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;10;1;11;3.86;7;164.41;2.03;3.31;1.37;0.86;1.15;0.64
VermTSCAC 2:1:2 ;1;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;12;1;16;4.83;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;13;1;17;5.75;10;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;15;1;15;6.28;11;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;17;1;4;3.92;3;11.72;0.5;0.1;0.39;0.17;0.41;0.09
VermTSCAC 2:1:2 ;1;18;1;13;5.3;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;1;20;1;13;3.84;9;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2; 1;1;7;2.43;6;82.295;0.4;0.59;0.77;0.32;0.18;0.33
VermTSCAC 2:1:2 ;2; 2;1;7;2.55;8;122.119;1.18;0.69;1.27;0.45;0.21;0.52
VermTSCAC 2:1:2 ;2; 3;1;10;3.84;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2; 5;1;7;2.73;7;175.658;1.08;0.7;1.24;0.37;0.24;0.5
VermTSCAC 2:1:2 ;2; 6;1;6;3.33;8;143.164;1.9;0.89;1.85;0.31;0.69;0.64
VermTSCAC 2:1:2 ;2; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2; 9;1;11;3.72;8;134.74;1.87;1.82;1.62;0.79;0.65;0.65
VermTSCAC 2:1:2 ;2;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2;11;1;8;2.88;8;118.389;1.07;0.76;1.48;0.4;0.21;0.45
VermTSCAC 2:1:2 ;2;12;1;9;2.67;8;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2;13;1;9;3.38;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2;14;1;21;5.33;8;273.641;3.82;5.44;3.24;1.32;1.83;1.14
VermTSCAC 2:1:2 ;2;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2;16;1;8;2.99;9;173.15;1.12;0.94;1.15;0.4;0.25;0.37
VermTSCAC 2:1:2 ;2;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2;18;1;8;2.94;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;2;19;1;7;2.55;7;82.729;0.92;1.28;1.05;0.34;0.22;0.36
VermTSCAC 2:1:2 ;2;20;1;9;2.3;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3; 1;1;18;3.44;9;194.904;1.26;0.82;1.98;0.46;0.33;0.74
VermTSCAC 2:1:2 ;3; 2;1;5;2.31;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3; 3;1;13.5;4.96;8;133.017;2.94;1.89;1.65;1.07;0.73;0.37
VermTSCAC 2:1:2 ;3; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3; 5;1;7;3.08;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3; 8;1;17;4.61;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3;10;1;4;3.17;6;164.012;1.4;0.96;1.68;0.52;0.29;0.5
VermTSCAC 2:1:2 ;3;11;1;10;3.63;9;252.341;1.91;1.3;2.13;0.75;0.43;0.74
VermTSCAC 2:1:2 ;3;12;1;5;2.92;7;177.986;0.98;1.73;1.99;0.59;0.34;0.6
VermTSCAC 2:1:2 ;3;13;1;19;5.68;11;293.661;3.96;5.35;3.54;1.42;1.83;1.08
VermTSCAC 2:1:2 ;3;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3;15;1;7;4.27;8;165.678;2.06;0.59;2.99;0.91;0.21;0.32
VermTSCAC 2:1:2 ;3;16;1;7;3.04;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3;17;1;5;2.94;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;3;19;1;5;2.55;5;171.873;0.64;1.06;2.03;0.25;0.35;0.65
VermTSCAC 2:1:2 ;3;20;1;5;2.71;6;75.21;1.3;0.69;1.16;0.52;0.2;0.34
VermTSCAC 2:1:2 ;4; 1;1;6;2.93;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4; 2;1;6;2.32;7;104.612;0.92;1.38;1.39;0.44;0.24;0.42
VermTSCAC 2:1:2 ;4; 3;1;6;4.25;8;89.726;1.35;1.1;0.83;0.45;0.24;0.21
VermTSCAC 2:1:2 ;4; 4;1;8;2.73;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4; 6;1;8;2.48;6;106.439;1.83;1.45;2.14;0.85;0.49;0.8
VermTSCAC 2:1:2 ;4; 7;1;6;2.37;6;100.994;1.78;1.39;2.27;0.64;0.45;0.88
VermTSCAC 2:1:2 ;4; 8;1;8;2.66;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4;10;1;10;3.81;7;71.034;1.07;0.8;1.13;0.38;0.24;0.35
VermTSCAC 2:1:2 ;4;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4;12;1;8;3.99;8;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4;15;1;4;2.66;6;154.658;2.05;1.6;2.5;0.8;0.56;0.91
VermTSCAC 2:1:2 ;4;16;1;6;2.46;5;65.643;0.88;0.85;1.44;0.56;0.3;0.26
VermTSCAC 2:1:2 ;4;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4;18;1;10;3.47;9;108.864;0.93;1.15;1.6;0.36;0.38;0.5
VermTSCAC 2:1:2 ;4;19;1;8;2.46;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;4;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5; 3;1;5;3.35;6;91.834;1.26;1.17;1.28;0.42;0.36;0.61
VermTSCAC 2:1:2 ;5; 4;1;7;3.18;7;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5; 5;1;6;3.21;7;118.53;1.18;0.98;2.52;0.39;0.31;0.71
VermTSCAC 2:1:2 ;5; 6;1;7;4.37;6;133.626;1.77;1.33;3.35;0.72;0.46;0.88
VermTSCAC 2:1:2 ;5; 7;1;5;3.53;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5; 9;1;4;2.8;8;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;10;1;7;2.88;9;139.541;1.32;0.77;2.32;0.44;0.26;0.63
VermTSCAC 2:1:2 ;5;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;12;1;5;2.32;7;97.463;0.97;0.84;1.46;0.37;0.27;0.39
VermTSCAC 2:1:2 ;5;13;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;14;1;10;3.3;8;156.341;1.95;1.24;3.94;0.84;0.47;1.13
VermTSCAC 2:1:2 ;5;15;1;8.5;3.12;6;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;17;1;19;6.41;9;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VermTSCAC 2:1:2 ;5;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 4;1;15;5.88;9;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 8;1;14;3.37;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;10;1;16;4.62;9;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;12;1;16;5;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;15;1;11;7.73;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;18;1;14;4.97;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;1;20;1;20;4.77;10;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2; 2;1;16;3.37;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2; 3;1;15;5.55;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2; 5;1;2;5.12;3;30.296;0.49;1.66;0.79;0.18;0.32;0.18
TBVermCAC 1:1:1;2; 6;1;10;3.24;5;7.771;0.83;1.2;0.33;0.24;0.26;0.08
TBVermCAC 1:1:1;2; 7;1;16;4.62;10;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;10;1;12;3.35;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;14;1;13;4.06;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;17;1;11;4.53;10;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;19;1;6;4.94;5;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;2;20;1;10;4.07;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 5;1;5;3.04;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 8;1;1.5;2.84;4;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3; 9;1;9;3.69;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;10;1;7;3.74;8;178.979;1.16;0.82;0.84;0.42;0.26;0.33
TBVermCAC 1:1:1;3;11;1;3;3.34;6;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;13;1;10;4.03;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;18;1;3;2.61;5;87.641;0.59;0.48;0.53;0.21;0.22;0.18
TBVermCAC 1:1:1;3;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;3;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 3;1;4;3.48;4;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 5;1;7;2.66;7;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4; 8;1;7;2.7;5;39.468;0.64;0.59;0.61;0.23;0.22;0.22
TBVermCAC 1:1:1;4; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;10;1;19;5.5;11;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;13;1;9;3.74;7;153.967;1.22;1.57;3.1;0.72;0.54;1.19
TBVermCAC 1:1:1;4;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;15;1;20;4.4;8;60.36;2.59;2.83;2.19;0.92;1.17;0.68
TBVermCAC 1:1:1;4;16;1;9;4.39;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;17;1;6;3.49;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;18;1;7;2.78;8;179.334;1.37;1.6;2.9;0.58;0.57;1.35
TBVermCAC 1:1:1;4;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;4;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 3;1;7;2.72;4;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 6;1;4;2.78;5;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;13;1;5;2.26;6;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;14;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;15;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;18;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;19;1;6;4.12;8;NA;NA;NA;NA;NA;NA;NA
TBVermCAC 1:1:1;5;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1; 1;1;15;6.7;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1; 2;1;19;6.38;10;66.639;6.34;3.83;8.57;2.27;1.33;2.33
BcanaTFiltro 3:2;1; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1; 4;1;12;4.6;11;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1; 5;1;11;3.79;8;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1; 6;1;20;4.64;12;100.392;4.4;3.28;2.81;1.43;0.97;0.71
BcanaTFiltro 3:2;1; 7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1; 8;1;12;4.5;8;197.752;2.66;2.01;1.5;0.98;0.5;0.37
BcanaTFiltro 3:2;1; 9;1;17;5.83;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;10;1;18;5.77;8;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;11;1;15;4.05;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;12;1;12;3.04;8;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;13;1;6;3.7;7;40.568;2.07;2.18;2.45;0.57;0.38;0.4
BcanaTFiltro 3:2;1;14;1;11;2.43;7;149.64;1.76;0.88;0.9;0.5;0.17;0.18
BcanaTFiltro 3:2;1;15;1;15;2.79;8;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;17;1;9;4.81;6;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;18;1;17;3.99;10;100.392;3.91;2.39;3.27;1.35;0.71;0.81
BcanaTFiltro 3:2;1;19;1;11;3.64;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;1;20;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2; 1;1;19;4.35;11;273.45;3.22;3.07;2.2;1.21;0.77;1.04
BcanaTFiltro 3:2;2; 2;1;16;5.32;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2; 3;1;3;2.03;5;20.22;0.3;1.56;0.45;0.06;0.3;0.12
BcanaTFiltro 3:2;2; 4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2; 5;1;10;3.38;9;148.372;3.37;1.84;1.52;1.15;0.58;0.58
BcanaTFiltro 3:2;2; 6;1;13;3.22;8;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2; 7;1;16;3.75;10;201.609;2.26;1.12;1.32;0.89;0.35;0.35
BcanaTFiltro 3:2;2; 8;1;9;3.13;7;140.675;0.74;0.84;0.24;0.43;0.21;0.17
BcanaTFiltro 3:2;2; 9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2;10;1;17;5;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2;11;1;20;6.67;9;304.232;6.09;5.5;4.91;2.35;1.89;1.71
BcanaTFiltro 3:2;2;12;1;14;4.31;9;318.808;3.32;2.27;0.97;1.29;0.81;0.55
BcanaTFiltro 3:2;2;13;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2;14;1;13;5.79;9;202.893;1.88;2.67;1.02;1.01;1.28;0.57
BcanaTFiltro 3:2;2;15;1;14;3.41;9;112.949;2.09;1.69;0.71;0.62;0.45;0.2
BcanaTFiltro 3:2;2;16;1;12;5.09;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2;17;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;2;18;1;15;3.55;8;122.071;2.14;1.69;0.9;0.76;0.51;0.45
BcanaTFiltro 3:2;2;19;1;15;4.43;10;216.762;3.62;1.66;2.15;1.4;0.54;0.75
BcanaTFiltro 3:2;2;20;1;6;4.53;6;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;3; 1;1;5;4.11;7;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;3; 2;1;5;2.57;7;143.878;1.44;0.68;0.92;0.5;0.2;0.31
BcanaTFiltro 3:2;3; 3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;3; 4;1;11;4.85;10;NA;NA;NA;NA;NA;NA;NA
BcanaTFiltro 3:2;3; 5;1;17;4.49;10;200.601;2.86;2.75;3.1;1.04;0.87;1.01
BcanaTFiltro 3:2;3; 6;1;7;2.17;8;124;1.05;0.7;0.92;0.35;0.2;0.29
